text,aspect_term,from,to,polarity
BUT there's this application called Boot Camp which allows you to add another OS X like Windows.,OS X,78,82,0
BUT there's this application called Boot Camp which allows you to add another OS X like Windows.,Boot Camp,36,45,0
BUT there's this application called Boot Camp which allows you to add another OS X like Windows.,Windows,88,95,0
The mousepad is a huge pain in the arse!,mousepad,4,12,-1
"I hope to edit this in the next few hours, I am going to try to install my own copy of Windows 7.",Windows 7,87,96,0
") I also purchased  Applecare  for $300, which is a three year extended warranty, since I ve never seen any laptop that lasted more than two.",Applecare,20,29,0
") I also purchased  Applecare  for $300, which is a three year extended warranty, since I ve never seen any laptop that lasted more than two.",extended warranty,63,80,0
"I run windows via bootcamp for the couple programs I do not want to buy a mac version of, like my cad programs.",windows,6,13,0
"I run windows via bootcamp for the couple programs I do not want to buy a mac version of, like my cad programs.",programs,42,50,0
"I run windows via bootcamp for the couple programs I do not want to buy a mac version of, like my cad programs.",cad programs,98,110,0
"I run windows via bootcamp for the couple programs I do not want to buy a mac version of, like my cad programs.",bootcamp,18,26,0
"Whenever I call Dell about an unrelated problem, they ask me if my laptop is running slowly and if I'd like to purchase more memory for $75.",memory,125,131,0
  since then i have had minor problems with slow operation.,operation,49,58,-1
Registration/1st use is easy.,use,17,20,1
Take your time and go through the tutorials patiently.,tutorials,34,43,0
  This time the mouse pad and right click key wouldn't work!,mouse pad,16,25,-1
  This time the mouse pad and right click key wouldn't work!,right click key,30,45,-1
The first full charge of this battery got me only about 2 full hours.,battery,30,37,-1
The first full charge of this battery got me only about 2 full hours.,full charge,10,21,-1
"I bought a cordless mouse for it, but don't always take it out;",cordless mouse,11,25,1
"i am a huge computer person i love anykind of computer that works well, but when i got this one i was so happy with the way it works and how it runs its amazing.",runs,144,148,1
It took Toshiba tech support 4 calls and 4 different techs to correct the problem.,Toshiba tech support,8,28,-1
It took Toshiba tech support 4 calls and 4 different techs to correct the problem.,techs,53,58,-1
They only stay charged a little over an hour.,charged,15,22,-1
  I could not find a phone number anywhere to call an actual live person for tech support and had to result the their online chat.,tech support,77,89,-1
  I could not find a phone number anywhere to call an actual live person for tech support and had to result the their online chat.,online chat,118,129,0
Keyboard could use some trimming.,Keyboard,0,8,-1
Its white color is stylish for college students and easy to take to carry and take to classes.,color,10,15,1
"Returned laptop for repair a 2nd time and it came back with obvious physical damage (keyboard bulging and speaker grill pressed in), buttons not working and USB ports inoperative.",keyboard,85,93,-1
"Returned laptop for repair a 2nd time and it came back with obvious physical damage (keyboard bulging and speaker grill pressed in), buttons not working and USB ports inoperative.",speaker grill,106,119,-1
"Returned laptop for repair a 2nd time and it came back with obvious physical damage (keyboard bulging and speaker grill pressed in), buttons not working and USB ports inoperative.",buttons,133,140,-1
"Returned laptop for repair a 2nd time and it came back with obvious physical damage (keyboard bulging and speaker grill pressed in), buttons not working and USB ports inoperative.",USB ports,157,166,-1
I got assurances from 2 different people that the remaining 10 months of my warranty would transfer to the new computer.,warranty,76,84,1
The letter A stopped working after the first week.,letter A,4,12,-1
This is what I call a good after sales service.,after sales service,27,46,1
I took off a star because the machine has a lot of junk software on it.,software,56,64,-1
"With what I do know how to do, the computer works beautiful.",works,44,49,1
Tried to make a recovey disk wouldnt get passed the first recovery disk.,recovey disk,16,28,-1
Tried to make a recovey disk wouldnt get passed the first recovery disk.,recovery disk,58,71,-1
"Most everything is fine with this machine: speed, capacity, build.",speed,43,48,1
"Most everything is fine with this machine: speed, capacity, build.",capacity,50,58,1
"Most everything is fine with this machine: speed, capacity, build.",build,60,65,1
"For the same price, you get a lot more in the Asus....1920x1080 res.",price,13,18,-1
"I made a photo book as a gift, on my computer, pushed ""Buy"" and it drew from my iTunes account and sent the book to my house, the book was of perfect quality-exactly how I had created it and looked better than I had even imagined.",iTunes,80,86,0
"I use this for my tutoring business, and since I'm always bouncing from student to student, it is ideal for portability and battery life (yes, it gets the 8 hours as advertised!).",portability,108,119,1
"I use this for my tutoring business, and since I'm always bouncing from student to student, it is ideal for portability and battery life (yes, it gets the 8 hours as advertised!).",battery life,124,136,1
It is in the best condition and has a really high quality.,quality,50,57,1
When it come time for warranty service to Toshiba you don't matter.,warranty service to Toshiba,22,49,0
  However the frozen screens kept happening.,screens,21,28,-1
"It is short on space, and downloads always had problems being completed, or were said to be 'corrupted'.",space,15,20,-1
"It is short on space, and downloads always had problems being completed, or were said to be 'corrupted'.",downloads,26,35,-1
3) Horrible customer support,customer support,12,28,-1
The LED backlit display makes my pictures pop so much more.,LED backlit display,4,23,1
"Apple is always great about the aesthetics of things, they always come up with good looking products.",aesthetics,32,42,1
Runs smooth and quick.,Runs,0,4,1
The downside to this netbook is pretty much the same for any netbook: screen size is not something I'd stare at for the entire 10-11 hours of battery life five days a week.,screen size,70,81,0
The downside to this netbook is pretty much the same for any netbook: screen size is not something I'd stare at for the entire 10-11 hours of battery life five days a week.,battery life,142,154,0
