text,aspect_term,from,to,polarity
"The only thing that can be updated is the video, other than that you're all set.",video,42,47,-1
Its a good laptop for its value.,value,26,31,1
Then the hard drive failed;,hard drive,9,19,-1
"Plain and simple, it(laptop) runs great and loads fast.",runs,29,33,1
"Plain and simple, it(laptop) runs great and loads fast.",loads,44,49,1
of course my warranty runs out next month.,warranty,13,21,0
The capabilities using that program alone made me want a Mac.,program,28,35,1
"(If you ever see the spinning beachball come up when you think it shouldn't, check the ""Activity Monitor"" app to see if the disk throughput has temporarily dropped to zero.",disk throughput,124,139,0
"(If you ever see the spinning beachball come up when you think it shouldn't, check the ""Activity Monitor"" app to see if the disk throughput has temporarily dropped to zero.",spinning beachball,21,39,-1
"I have found also, it is very easy to be able to access wireless internet access;",wireless internet access,56,80,1
This is a great value for the money.,value,16,21,1
"It was a great laptop, ran great and was really fast.",ran,23,26,1
The battery has never worked well.,battery,4,11,-1
I will never buy another computer from Dell ever again do to how awful it worked and how I was treated by the company.,company,110,117,-1
The only problem is a lack of screen resolutions!,screen resolutions,30,48,-1
"Small enough to use on a long flight, Light enough to carry through airports and powerful enough to replace my desktop while on long business trips.",carry,54,59,1
Typing on the keyboard becomes uncomfortable after extended use due to the sharp edges that your wrists rest on.,keyboard,14,22,-1
Typing on the keyboard becomes uncomfortable after extended use due to the sharp edges that your wrists rest on.,edges,81,86,-1
"It has many great programs, such as ILife, iPhotos and others.",programs,18,26,1
"It has many great programs, such as ILife, iPhotos and others.",ILife,36,41,1
"It has many great programs, such as ILife, iPhotos and others.",iPhotos,43,50,1
"The processor went on me, the fan went and the motherboard went.",processor,4,13,-1
"The processor went on me, the fan went and the motherboard went.",fan,30,33,-1
"The processor went on me, the fan went and the motherboard went.",motherboard,47,58,-1
It is very well built.,built,16,21,1
I highly recommend this laptop to anybody that wants great performance from a laptop and would like to relax and not become enraged cursing the gods about to throw your laptop out the door.,performance,59,70,1
The screen resolution was exactly what I was looking for.,screen resolution,4,21,1
"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",Snow Leopard,26,38,1
"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",CPU,78,81,-1
"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",Office Mac applications,147,170,-1
"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",Word,179,183,-1
"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",Excel,187,192,-1
"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",spinning wheel,106,120,-1
There is no number pad to the right of the keyboard which is a bummer.,pad,19,22,-1
There is no number pad to the right of the keyboard which is a bummer.,keyboard,43,51,-1
After 20-30 min the screen of the notebook switched off.,screen,20,26,-1
"If upgrade is possible to the full Windows 7, then I will truly be a very happy geek.",Windows 7,35,44,1
"I was originally concerned that I couldn't view work I had done in college on my Mac because of the PC formatting, but I was even more thrilled to learn of programs like iLife and iWork that allow you to convert your PC documents into readable files on Macs.",programs,156,164,1
"I was originally concerned that I couldn't view work I had done in college on my Mac because of the PC formatting, but I was even more thrilled to learn of programs like iLife and iWork that allow you to convert your PC documents into readable files on Macs.",iLife,170,175,1
"I was originally concerned that I couldn't view work I had done in college on my Mac because of the PC formatting, but I was even more thrilled to learn of programs like iLife and iWork that allow you to convert your PC documents into readable files on Macs.",iWork,180,185,1
10 hours of battery life is really something else....,battery life,12,24,1
Runs fast and the regular layout keyboard is so much better.,regular layout keyboard,18,41,1
Runs fast and the regular layout keyboard is so much better.,Runs,0,4,1
"All the programs are easy and straight forward on my MacBook Pro, it is clean and organized, which I always strive to be myself.",programs,8,16,1
I reinstalled windows through the recovery discs and everything seemed good again.,windows,14,21,1
I reinstalled windows through the recovery discs and everything seemed good again.,recovery discs,34,48,1
"Windows 7 Starter is terrific (no you can't change the background) but I don't need to, I use it just for school work.",Windows 7 Starter,0,17,1
Support has been lackluster and now I just want a refund.,Support,0,7,-1
"First of all, they had no record of me having the 3 year warranty I'd paid almost $400 for, and I had to call in, spend hours on their online chat service, and fax in multiple documents.",3 year warranty,50,65,-1
"First of all, they had no record of me having the 3 year warranty I'd paid almost $400 for, and I had to call in, spend hours on their online chat service, and fax in multiple documents.",online chat service,135,154,-1
""">  iPhoto is probably the best program I have ever worked with: easy and convenient.",iPhoto,4,10,1
I love to write and play with graphics and html programming and my new Toshiba works great on both!,works,79,84,1
My laptop now has no battery.,battery,21,28,-1
It made the computer much easier to use and navigate.,use,36,39,1
It made the computer much easier to use and navigate.,navigate,44,52,1
":-)If you buy this - don't go into it expecting 7 hrs of battery life, and you'll be perfectly satisfied.",battery life,57,69,-1
"Needs longer lasting battery, More than 1 to 2 Hrs.",battery,21,28,-1
in May I started having problems with the USB ports not working.,USB ports,42,51,-1
10 plus hours of battery...,battery,17,24,1
"The design is awesome, quality is unprecedented.",design,4,10,1
